status_id,status_message,status_author,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
1500321840185061_1921609964722911,"A charter flight booking service for public officials
",Josh You,The Daily Show on Twitter,link,https://twitter.com/TheDailyShow/status/913871007366238209,2017-09-29 16:01:30,14,0,0,13,0,0,1,0,0
1500321840185061_1921595021391072,Foam toothpaste for dogs.,Chad Whitney,,status,,2017-09-29 15:13:12,1,0,0,1,0,0,0,0,0
1500321840185061_1921313488085892,PETA but for humans,Wali Kamal,,status,,2017-09-28 22:37:10,20,7,0,15,0,5,0,0,0
1500321840185061_1921559424727965,"Mysterious Cuban attacks, but also the ultimate lifeform: Shadow Attacks",Karan Chhatpar,,status,,2017-09-29 13:20:15,2,0,0,2,0,0,0,0,0
1500321840185061_1921294364754471,Coincidentally also seen today,David Perlman,,photo,https://www.facebook.com/photo.php?fbid=10159310868350587&set=gm.1921294364754471&type=3,2017-09-28 21:03:24,3,1,0,3,0,0,0,0,0
1500321840185061_1921440184739889,"A production of Lysistrata, but about forcing men to use your and you're correctly.",Samuel Hedlund,,status,,2017-09-29 07:05:31,4,0,0,4,0,0,0,0,0
1500321840185061_1921326654751242,Friends with bunny foots,Wali Kamal,,status,,2017-09-28 23:37:33,4,1,0,4,0,0,0,0,0
1500321840185061_1920905054793402,UFC for dogs,Ettore Fantin,,status,,2017-09-27 20:56:20,12,8,0,4,0,0,2,1,5
1500321840185061_1921273058089935,A ridesharing service for amateur subway operators called Unter,David Perlman,,status,,2017-09-28 19:25:54,7,2,0,7,0,0,0,0,0
1500321840185061_1920536908163550,"A Ferris wheel, but with hot tubs",Ant'ny Fataski,,status,,2017-09-26 21:38:10,28,2,0,24,3,1,0,0,0
1500321840185061_1921266798090561,Dogs for president,Kyle Bradshaw,,status,,2017-09-28 18:56:49,2,1,0,2,0,0,0,0,0
1500321840185061_1921161148101126,dentists for your crappy bluetooth speaker setups,Wali Kamal,,status,,2017-09-28 11:56:27,12,3,0,10,1,0,1,0,0
1500321840185061_1921223788094862,"The governorship, for dogs.",Nathaniel Rossum,"As third teen joins Kansas governor race, consider this: No rule says a dog can't run",link,http://www.kansascity.com/news/politics-government/article175956836.html,2017-09-28 16:03:40,27,0,0,23,1,1,2,0,0
1500321840185061_1918903174993590,Enemies with benefits,Kyle Bradshaw,,status,,2017-09-22 20:13:38,54,6,0,48,2,3,1,0,0
1500321840185061_1919708588246382,An Infographic Novel,Ettore Fantin,,status,,2017-09-24 20:29:00,10,2,0,6,4,0,0,0,0
1500321840185061_1921221564761751,App for finding apps: HubHub,David Perlman,,status,,2017-09-28 15:54:05,8,0,0,7,0,0,1,0,0
1500321840185061_1921221251428449,Self-help book about how to make a lot of money promoting yourself and your line of self-help books: The Four Hour Charlatan,David Perlman,,status,,2017-09-28 15:53:06,1,0,0,0,0,0,1,0,0
1500321840185061_1920862634797644,Step stools for concerts,Saira Shahid,,status,,2017-09-27 17:46:03,5,3,0,5,0,0,0,0,0
1500321840185061_1920139708203270,"A hot new themed Monopoly, Monopoly USSR.",D.j. Samuelian,,status,,2017-09-25 23:29:16,2,1,0,2,0,0,0,0,0
1500321840185061_1921189528098288,A Bluetooth Fairy,Martin Petkov,,status,,2017-09-28 13:37:43,4,0,0,4,0,0,0,0,0
1500321840185061_1921176428099598,False teeth with bluetooth connect,Waylan Russell,,status,,2017-09-28 12:49:39,2,0,0,2,0,0,0,0,0
1500321840185061_1921112804772627,The study of past events you've probably never heard of: Hipstory.,Gabriel Jacobs,,status,,2017-09-28 10:05:05,16,0,0,13,0,0,2,1,0
1500321840185061_1921067841443790,LARPing for fitness,Sophie Rose Zucker,,status,,2017-09-28 07:46:31,6,1,0,6,0,0,0,0,0
1500321840185061_1920962494787658,"Prison for dogs. 

Oh wait... already a thing.",Jacob Palumbo,I'm obsessed with this startup dog prison,link,https://theoutline.com/post/2189/i-m-obsessed-with-this-startup-dog-prison,2017-09-28 00:43:04,0,0,0,0,0,0,0,0,0
1500321840185061_1920908674793040,Grootitude Journals.,Samuel Hedlund,,status,,2017-09-27 21:14:59,1,0,0,1,0,0,0,0,0
1500321840185061_1920899711460603,An Olive Garden that serves eggplant parm the way my mom makes it.,Kyle Bradshaw,,status,,2017-09-27 20:32:11,4,0,0,4,0,0,0,0,0
1500321840185061_1920895351461039,Michael Moore stars in: Honey I Debunked The Kids,Noah Greeno,,status,,2017-09-27 20:26:21,4,0,0,4,0,0,0,0,0
1500321840185061_1920889588128282,"A hip-hop hero that protects you from electrical shocks:

Surge Knight",Jimmy Yang,,status,,2017-09-27 19:53:33,5,0,0,5,0,0,0,0,0
1500321840185061_1920856458131595,Porn for sea snippers.,Jordan Fryer,,status,,2017-09-27 17:17:35,0,1,0,0,0,0,0,0,0
1500321840185061_1920312818185959,Ocean trains,Lillian Hannah Banks,,status,,2017-09-26 08:16:39,16,8,0,12,2,1,1,0,0
